"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","UniqueFocalCode","ScanStart","GroupBehavior","GroupVisibility","ScanID","ScanBehavior","ScanBehaviorType","InvolvedID","x_position","y_position","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","scan_timeStamp"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","09:50:42","Foraging - Tree","26 - 50% Visible","TAI","FORAGE","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,09:50:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","09:50:42","Foraging - Tree","26 - 50% Visible","TEV",NA,NA,NA,-1.249152541,-1.267796636,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,09:50:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","09:50:42","Foraging - Tree","26 - 50% Visible","TOT",NA,NA,NA,3.961864471,-0.447457641,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,09:50:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","09:55:42","Foraging - Tree","26 - 50% Visible","TAI",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,09:55:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","09:55:42","Foraging - Tree","26 - 50% Visible","TIN",NA,NA,NA,0.055932205,0.065254241,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,09:55:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","09:55:42","Foraging - Tree","26 - 50% Visible","TAN",NA,NA,NA,1.277118683,1.435593247,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,09:55:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","09:55:42","Foraging - Tree","26 - 50% Visible","TRU",NA,NA,NA,-3.169491529,-3.877966166,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,09:55:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","10:00:42","Socializing","25% or less Visible","TAI","SOCIAL","Baby Interaction","TIN",0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:00:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","10:00:42","Socializing","25% or less Visible","TIN",NA,NA,NA,-0.046610169,0.074576274,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:00:42"
2019-09-14,"06:42:22","09:50:42","10:00:42","focal","Evan","Evan","Marie","T","TAI_2019-09-14,09:50:42","10:00:42","Socializing","25% or less Visible","TAN",NA,NA,NA,0.671186447,0.80169493,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:00:42"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:12:50","Resting","25% or less Visible","TIC","FORAGE","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:12:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:12:50","Resting","25% or less Visible","TEL",NA,NA,NA,-0.811016977,-0.326271206,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:12:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:12:50","Resting","25% or less Visible","TEV",NA,NA,NA,-3.523728848,-3.672881365,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:12:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:17:50","Resting","26 - 50% Visible","TIC","VIGILANT",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:17:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:17:50","Resting","26 - 50% Visible","TEL",NA,NA,NA,-3.477118731,3.542372942,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:17:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:17:50","Resting","26 - 50% Visible","TEV",NA,NA,NA,-4.716949463,-0.624576271,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:17:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:22:50","Foraging - Tree","26 - 50% Visible","TIC","FORAGE","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:22:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:22:50","Foraging - Tree","26 - 50% Visible","TEL",NA,NA,NA,-0.829661071,-0.587288141,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:22:50"
2019-09-14,"06:42:22","10:12:50","10:22:50","focal","Evan","Evan","Marie","T","TIC_2019-09-14,10:12:50","10:22:50","Foraging - Tree","26 - 50% Visible","TOT",NA,NA,NA,-3.672881365,-3.477118731,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:22:50"
2019-09-14,"06:42:22","10:26:11","10:36:11","focal","Evan","Evan","Marie","T","TEN_2019-09-14,10:26:11","10:26:11","Resting","26 - 50% Visible","TEN","REST",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:26:11"
2019-09-14,"06:42:22","10:26:11","10:36:11","focal","Evan","Evan","Marie","T","TEN_2019-09-14,10:26:11","10:26:11","Resting","26 - 50% Visible","THO",NA,NA,NA,-0.671186447,-0.652542412,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:26:11"
2019-09-14,"06:42:22","10:26:11","10:36:11","focal","Evan","Evan","Marie","T","TEN_2019-09-14,10:26:11","10:26:11","Resting","26 - 50% Visible","TAM",NA,NA,NA,-0.633898318,0.680508494,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,10:26:11"
