"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","UniqueFocalCode","ScanStart","GroupBehavior","GroupVisibility","ScanID","ScanBehavior","ScanBehaviorType","InvolvedID","x_position","y_position","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","scan_timeStamp"
2021-05-04,"09:25:07","11:18:58","11:27:41","abort","Missy;Emily","Emily","Marie","T","TIC_2021-05-04,11:18:58","11:18:58","Foraging - Tree","76 - 100% Visible","TAN",NA,NA,NA,1.6474576,1.545762658,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-05-04,09:25:07","2021-05-04,15:00:49","2021-05-04,11:18:58"
2021-05-04,"09:25:07","11:18:58","11:27:41","abort","Missy;Emily","Emily","Marie","T","TIC_2021-05-04,11:18:58","11:18:58","Foraging - Tree","76 - 100% Visible","TEL",NA,NA,NA,-0.8237288,3.122033834,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-05-04,09:25:07","2021-05-04,15:00:49","2021-05-04,11:18:58"
2021-05-04,"09:25:07","11:18:58","11:27:41","abort","Missy;Emily","Emily","Marie","T","TIC_2021-05-04,11:18:58","11:23:58","Foraging - Tree","76 - 100% Visible","TIC","FORAGE","Ground",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-05-04,09:25:07","2021-05-04,15:00:49","2021-05-04,11:23:58"
2021-05-04,"09:25:07","11:18:58","11:27:41","abort","Missy;Emily","Emily","Marie","T","TIC_2021-05-04,11:18:58","11:23:58","Foraging - Tree","76 - 100% Visible","TEL",NA,NA,NA,1.484745741,5.216948986,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-05-04,09:25:07","2021-05-04,15:00:49","2021-05-04,11:23:58"
2021-05-06,"07:27:44","07:51:33","07:58:03","abort","Kerensa","Kerensa","Marie","T","TRU_2021-05-06,07:51:33","07:51:33","Foraging - Tree","25% or less Visible","TRU","FORAGE","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-05-06,07:27:44","2021-05-06,15:37:41","2021-05-06,07:51:33"
2021-05-06,"07:27:44","07:51:33","07:58:03","abort","Kerensa","Kerensa","Marie","T","TRU_2021-05-06,07:51:33","07:56:33","Foraging - Tree","25% or less Visible","TRU",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-05-06,07:27:44","2021-05-06,15:37:41","2021-05-06,07:56:33"
2021-05-06,"07:27:44","07:51:33","07:58:03","abort","Kerensa","Kerensa","Marie","T","TRU_2021-05-06,07:51:33","07:56:33","Foraging - Tree","25% or less Visible","TAB",NA,NA,NA,-2.288135529,1.738983035,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-05-06,07:27:44","2021-05-06,15:37:41","2021-05-06,07:56:33"
2021-07-06,"05:23:32","13:01:13","13:10:11","abort","Emily;Other","Emily","Marie","M","MOS_2021-07-06,13:01:13","13:01:13","Resting","25% or less Visible","MOS","REST",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-07-06,05:23:32",NA,"2021-07-06,13:01:13"
2021-07-06,"05:23:32","13:01:13","13:10:11","abort","Emily;Other","Emily","Marie","M","MOS_2021-07-06,13:01:13","13:06:13","Socializing","51 - 75% Visible","MOS","REST",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-07-06,05:23:32",NA,"2021-07-06,13:06:13"
2021-07-06,"05:23:32","13:01:13","13:10:11","abort","Emily;Other","Emily","Marie","M","MOS_2021-07-06,13:01:13","13:06:13","Socializing","51 - 75% Visible","MYK",NA,NA,NA,0.864406765,0.579661012,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-07-06,05:23:32",NA,"2021-07-06,13:06:13"
2021-07-06,"05:23:32","13:01:13","13:10:11","abort","Emily;Other","Emily","Marie","M","MOS_2021-07-06,13:01:13","13:06:13","Socializing","51 - 75% Visible","MOZ",NA,NA,NA,1.0881356,-0.559322,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-07-06,05:23:32",NA,"2021-07-06,13:06:13"
2021-07-06,"05:23:32","13:01:13","13:10:11","abort","Emily;Other","Emily","Marie","M","MOS_2021-07-06,13:01:13","13:06:13","Socializing","51 - 75% Visible","MIE",NA,NA,NA,-0.813559294,2.094915152,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-07-06,05:23:32",NA,"2021-07-06,13:06:13"
2021-07-06,"05:23:32","13:01:13","13:10:11","abort","Emily;Other","Emily","Marie","M","MOS_2021-07-06,13:01:13","13:06:13","Socializing","51 - 75% Visible","UNK_1",NA,NA,NA,0.030508474,-0.915254235,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-07-06,05:23:32",NA,"2021-07-06,13:06:13"
2021-07-06,"05:23:32","13:01:13","13:10:11","abort","Emily;Other","Emily","Marie","M","MOS_2021-07-06,13:01:13","13:06:13","Socializing","51 - 75% Visible","MIS",NA,NA,NA,-1.840677857,0.315254211,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-07-06,05:23:32",NA,"2021-07-06,13:06:13"
2021-10-19,"05:29:26","14:00:19","14:01:40","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TAN_2021-10-19,14:00:19","14:00:19","Resting","25% or less Visible","TAN","SOCIAL","Grooming","TIC",0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-19,05:29:26","2021-10-19,17:42:04","2021-10-19,14:00:19"
2021-10-19,"05:29:26","14:00:19","14:01:40","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TAN_2021-10-19,14:00:19","14:00:19","Resting","25% or less Visible","TIC",NA,NA,NA,0.081355929,0.071186438,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-19,05:29:26","2021-10-19,17:42:04","2021-10-19,14:00:19"
2021-10-20,"07:47:00","14:49:55","14:52:47","abort","Juan Carlos","Other","Jane","T","TOR_2021-10-20,14:49:55","14:49:55","Traveling - Tree","25% or less Visible","TOR","TRAVEL","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-20,07:47:00",NA,"2021-10-20,14:49:55"
2021-10-20,"07:47:00","15:24:03","15:30:50","abort","Juan Carlos","Other","Jane","T","TIN_2021-10-20,15:24:03","15:24:03","Foraging - Tree","25% or less Visible","TIN","FEED",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-20,07:47:00",NA,"2021-10-20,15:24:03"
2021-10-20,"07:47:00","15:24:03","15:30:50","abort","Juan Carlos","Other","Jane","T","TIN_2021-10-20,15:24:03","15:29:03","Resting","25% or less Visible","TIN","REST",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-20,07:47:00",NA,"2021-10-20,15:29:03"
2021-10-20,"07:47:00","15:24:03","15:30:50","abort","Juan Carlos","Other","Jane","T","TIN_2021-10-20,15:24:03","15:29:03","Resting","25% or less Visible","UI",NA,NA,NA,-3.284745693,-0.17288135,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-20,07:47:00",NA,"2021-10-20,15:29:03"
2021-10-22,"05:40:53","05:50:39","05:58:03","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","THO_2021-10-22,05:50:39","05:50:39","Foraging - Tree","25% or less Visible","THO","FORAGE","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,05:50:39"
2021-10-22,"05:40:53","05:50:39","05:58:03","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","THO_2021-10-22,05:50:39","05:50:39","Foraging - Tree","25% or less Visible","TAN",NA,NA,NA,1.128813505,-0.081355929,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,05:50:39"
2021-10-22,"05:40:53","05:50:39","05:58:03","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","THO_2021-10-22,05:50:39","05:55:39","Traveling - Tree","25% or less Visible","THO","TRAVEL","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,05:55:39"
2021-10-22,"05:40:53","06:38:11","06:48:11","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TES_2021-10-22,06:38:11","06:38:11","Traveling - Tree","25% or less Visible","TES","FEED",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,06:38:11"
2021-10-22,"05:40:53","06:38:11","06:48:11","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TES_2021-10-22,06:38:11","06:43:11","Traveling - Tree","25% or less Visible","TES","TRAVEL","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,06:43:11"
2021-10-22,"05:40:53","07:58:00","08:03:34","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TOT_2021-10-22,07:58:00","07:58:00","Socializing","26 - 50% Visible","TOT","VIGILANT",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,07:58:00"
2021-10-22,"05:40:53","07:58:00","08:03:34","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TOT_2021-10-22,07:58:00","08:03:01","Socializing","25% or less Visible","TOT","TRAVEL","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,08:03:01"
2021-10-22,"05:40:53","07:58:00","08:03:34","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TOT_2021-10-22,07:58:00","08:03:01","Socializing","25% or less Visible","TUA",NA,NA,NA,0.091525421,0.95593214,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,08:03:01"
2021-10-22,"05:40:53","07:58:00","08:03:34","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TOT_2021-10-22,07:58:00","08:03:01","Socializing","25% or less Visible","UI",NA,NA,NA,-1.075320959,0.124671981,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,08:03:01"
2021-10-22,"05:40:53","08:28:08","08:33:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TAN_2021-10-22,08:28:08","08:28:08","Resting","25% or less Visible","TAN","REST",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,08:28:08"
2021-10-22,"05:40:53","08:28:08","08:33:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TAN_2021-10-22,08:28:08","08:28:08","Resting","25% or less Visible","TEL",NA,NA,NA,-2.237287998,-0.071186438,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,08:28:08"
2021-10-22,"05:40:53","08:28:08","08:33:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TAN_2021-10-22,08:28:08","08:28:08","Resting","25% or less Visible","TEN",NA,NA,NA,-3.640677929,3.90508461,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,08:28:08"
2021-10-22,"05:40:53","09:57:50","10:06:41","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TIN_2021-10-22,09:57:50","09:57:50","Socializing","25% or less Visible","TIN","SOCIAL","Play","TAB",0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,09:57:50"
2021-10-22,"05:40:53","09:57:50","10:06:41","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TIN_2021-10-22,09:57:50","09:57:50","Socializing","25% or less Visible","TAB",NA,NA,NA,0.162711859,0.061016947,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,09:57:50"
2021-10-22,"05:40:53","09:57:50","10:06:41","abort","Alex;Juan Carlos;Wil Esteban;Other","Alex;Juan Carlos;Wil Esteban;Other","Jane","T","TIN_2021-10-22,09:57:50","10:02:51","Foraging - Tree","25% or less Visible","TIN","SELF-DIRECTED","Grooming",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,05:40:53",NA,"2021-10-22,10:02:51"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:47:36","Foraging - Tree","26 - 50% Visible","TAN","FEED",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:47:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:47:36","Foraging - Tree","26 - 50% Visible","TUA",NA,NA,NA,-1.067796588,-0.559322,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:47:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:47:36","Foraging - Tree","26 - 50% Visible","TIG",NA,NA,NA,0.518644035,1.210169435,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:47:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:47:36","Foraging - Tree","26 - 50% Visible","TEL",NA,NA,NA,-1.291525364,5.044067383,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:47:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:52:36","Foraging - Tree","25% or less Visible","TAN","FORAGE","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:52:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:52:36","Foraging - Tree","25% or less Visible","TEL",NA,NA,NA,-0.142372876,2.247457504,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:52:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:57:36","Socializing","26 - 50% Visible","TAN","VIGILANT",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:57:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:57:36","Socializing","26 - 50% Visible","TEL",NA,NA,NA,0.101694912,3.274576187,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:57:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:57:36","Socializing","26 - 50% Visible","TUA",NA,NA,NA,-5.013559341,0.071186438,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:57:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:57:36","Socializing","26 - 50% Visible","TAM",NA,NA,NA,-5.044067383,0.081355929,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:57:36"
2021-10-22,"10:41:52","10:47:36","10:57:36","abort","Alex;Juan Carlos;Wil Esteban;Other","Other","Jane","T","TAN_2021-10-22,10:47:36","10:57:36","Socializing","26 - 50% Visible","TIG",NA,NA,NA,-2.572881222,4.555932045,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-10-22,10:41:52",NA,"2021-10-22,10:57:36"
2021-10-05,"09:56:02","12:12:59","12:21:46","abort","Alex;Juan Carlos;Wil Esteban;Other","Juan Carlos;Wil Esteban;Savannah","Marie","T","TEN_2021-10-05,12:12:59","12:12:59","Socializing","76 - 100% Visible","TEN","SOCIAL","Other","TIQ",0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-10-05,09:56:02","2021-10-05,17:34:29","2021-10-05,12:12:59"
2021-10-05,"09:56:02","12:12:59","12:21:46","abort","Alex;Juan Carlos;Wil Esteban;Other","Juan Carlos;Wil Esteban;Savannah","Marie","T","TEN_2021-10-05,12:12:59","12:12:59","Socializing","76 - 100% Visible","TIQ",NA,NA,NA,0.467796594,-0.183050841,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-10-05,09:56:02","2021-10-05,17:34:29","2021-10-05,12:12:59"
2021-10-05,"09:56:02","12:12:59","12:21:46","abort","Alex;Juan Carlos;Wil Esteban;Other","Juan Carlos;Wil Esteban;Savannah","Marie","T","TEN_2021-10-05,12:12:59","12:12:59","Socializing","76 - 100% Visible","TAB",NA,NA,NA,-4.901694775,2.074576139,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-10-05,09:56:02","2021-10-05,17:34:29","2021-10-05,12:12:59"
2021-10-05,"09:56:02","12:12:59","12:21:46","abort","Alex;Juan Carlos;Wil Esteban;Other","Juan Carlos;Wil Esteban;Savannah","Marie","T","TEN_2021-10-05,12:12:59","12:17:59","Socializing","76 - 100% Visible","TEN","VIGILANT",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-10-05,09:56:02","2021-10-05,17:34:29","2021-10-05,12:17:59"
2021-10-05,"09:56:02","12:12:59","12:21:46","abort","Alex;Juan Carlos;Wil Esteban;Other","Juan Carlos;Wil Esteban;Savannah","Marie","T","TEN_2021-10-05,12:12:59","12:17:59","Socializing","76 - 100% Visible","TIN",NA,NA,NA,0.661016941,-0.833898306,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-10-05,09:56:02","2021-10-05,17:34:29","2021-10-05,12:17:59"
2021-10-05,"09:56:02","12:12:59","12:21:46","abort","Alex;Juan Carlos;Wil Esteban;Other","Juan Carlos;Wil Esteban;Savannah","Marie","T","TEN_2021-10-05,12:12:59","12:17:59","Socializing","76 - 100% Visible","THO",NA,NA,NA,-1.352542281,-1.322033882,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-10-05,09:56:02","2021-10-05,17:34:29","2021-10-05,12:17:59"
2021-10-05,"09:56:02","12:12:59","12:21:46","abort","Alex;Juan Carlos;Wil Esteban;Other","Juan Carlos;Wil Esteban;Savannah","Marie","T","TEN_2021-10-05,12:12:59","12:17:59","Socializing","76 - 100% Visible","TUA",NA,NA,NA,0.447457612,-2.044067621,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.3","v3.9","2021-10-05,09:56:02","2021-10-05,17:34:29","2021-10-05,12:17:59"
