"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","UniqueFocalCode","ScanStart","GroupBehavior","GroupVisibility","ScanID","ScanBehavior","ScanBehaviorType","InvolvedID","x_position","y_position","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","scan_timeStamp"
2018-10-22,"12:36:41","12:47:44","12:57:44","focal","Celia;Ariek","Celia","Marie","T","TAI_2018-10-22,12:47:44","12:47:44","Foraging - Tree","25% or less Visible","TAI","FEED",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,12:36:41","2018-10-22,13:07:39","2018-10-22,12:47:44"
2018-10-22,"12:36:41","12:47:44","12:57:44","focal","Celia;Ariek","Celia","Marie","T","TAI_2018-10-22,12:47:44","12:52:44","Forage/Travel","25% or less Visible","TAI","FORAGE","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,12:36:41","2018-10-22,13:07:39","2018-10-22,12:52:44"
2018-10-22,"12:36:41","12:47:44","12:57:44","focal","Celia;Ariek","Celia","Marie","T","TAI_2018-10-22,12:47:44","12:52:44","Forage/Travel","25% or less Visible","TAM",NA,NA,NA,-2.8525424,-0.484745771,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,12:36:41","2018-10-22,13:07:39","2018-10-22,12:52:44"
2018-10-22,"12:36:41","12:47:44","12:57:44","focal","Celia;Ariek","Celia","Marie","T","TAI_2018-10-22,12:47:44","12:57:44","Foraging - Ground","26 - 50% Visible","TAI","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,12:36:41","2018-10-22,13:07:39","2018-10-22,12:57:44"
2018-10-22,"12:36:41","12:47:44","12:57:44","focal","Celia;Ariek","Celia","Marie","T","TAI_2018-10-22,12:47:44","12:57:44","Foraging - Ground","26 - 50% Visible","TEL",NA,NA,NA,-1.817796707,0.652542412,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,12:36:41","2018-10-22,13:07:39","2018-10-22,12:57:44"
2018-10-22,"12:36:41","12:47:44","12:57:44","focal","Celia;Ariek","Celia","Marie","T","TAI_2018-10-22,12:47:44","12:57:44","Foraging - Ground","26 - 50% Visible","TEN",NA,NA,NA,-4.316102028,2.29322052,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,12:36:41","2018-10-22,13:07:39","2018-10-22,12:57:44"
2018-10-22,"13:07:42","13:14:43","13:24:43","focal","Celia;Ariek","Celia","Marie","T","TAM_2018-10-22,13:14:43","13:14:43","Traveling - Tree","25% or less Visible","TAM","VIGILANT",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:07:42","2018-10-22,13:25:27","2018-10-22,13:14:43"
2018-10-22,"13:07:42","13:14:43","13:24:43","focal","Celia;Ariek","Celia","Marie","T","TAM_2018-10-22,13:14:43","13:19:43","Traveling - Tree","25% or less Visible","TAM","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:07:42","2018-10-22,13:25:27","2018-10-22,13:19:43"
2018-10-22,"13:07:42","13:14:43","13:24:43","focal","Celia;Ariek","Celia","Marie","T","TAM_2018-10-22,13:14:43","13:19:43","Traveling - Tree","25% or less Visible","UNK_1",NA,NA,NA,-2.218644142,-1.463559389,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:07:42","2018-10-22,13:25:27","2018-10-22,13:19:43"
2018-10-22,"13:07:42","13:14:43","13:24:43","focal","Celia;Ariek","Celia","Marie","T","TAM_2018-10-22,13:14:43","13:24:43","Socializing","26 - 50% Visible","TAM","SOCIAL","Grooming","TAN",0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:07:42","2018-10-22,13:25:27","2018-10-22,13:24:43"
2018-10-22,"13:07:42","13:14:43","13:24:43","focal","Celia;Ariek","Celia","Marie","T","TAM_2018-10-22,13:14:43","13:24:43","Socializing","26 - 50% Visible","TEN",NA,NA,NA,0.363559335,-0.773728848,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:07:42","2018-10-22,13:25:27","2018-10-22,13:24:43"
2018-10-22,"13:07:42","13:14:43","13:24:43","focal","Celia;Ariek","Celia","Marie","T","TAM_2018-10-22,13:14:43","13:24:43","Socializing","26 - 50% Visible","TAN",NA,NA,NA,0.018644068,0.046610169,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:07:42","2018-10-22,13:25:27","2018-10-22,13:24:43"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:31:37","Foraging - Ground","26 - 50% Visible","TAN","SELF-DIRECTED","Play",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:31:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:31:37","Foraging - Ground","26 - 50% Visible","TAB",NA,NA,NA,-0.055932205,1.016101718,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:31:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:31:37","Foraging - Ground","26 - 50% Visible","TAI",NA,NA,NA,1.165254235,0.055932205,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:31:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:31:37","Foraging - Ground","26 - 50% Visible","TAM",NA,NA,NA,0.093220338,-3.943220377,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:31:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:36:37","Foraging - Tree","26 - 50% Visible","TAN","FORAGE","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:36:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:36:37","Foraging - Tree","26 - 50% Visible","TAI",NA,NA,NA,-0.046610169,1.006779671,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:36:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:36:37","Foraging - Tree","26 - 50% Visible","TAB",NA,NA,NA,1.966949224,0.149152547,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:36:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:36:37","Foraging - Tree","26 - 50% Visible","TEN",NA,NA,NA,0.102542378,-5.183051109,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:36:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:36:37","Foraging - Tree","26 - 50% Visible","TAM",NA,NA,NA,-2.041525602,-0.149152547,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:36:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:41:37","Foraging - Tree","26 - 50% Visible","TAN","REST",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:41:37"
2018-10-22,"13:27:05","13:31:37","13:41:37","focal","Celia;Ariek","Ariek","Marie","T","TAN_2018-10-22,13:31:37","13:41:37","Foraging - Tree","26 - 50% Visible","TAB",NA,NA,NA,-0.055932205,1.920338988,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,13:41:37"
2018-10-22,"13:27:05","14:50:33","15:00:33","focal","Celia;Ariek","Ariek","Marie","T","TEL_2018-10-22,14:50:33","14:50:33","Traveling - Tree","25% or less Visible","TEL","VIGILANT",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,14:50:33"
2018-10-22,"13:27:05","14:50:33","15:00:33","focal","Celia;Ariek","Ariek","Marie","T","TEL_2018-10-22,14:50:33","14:55:33","Socializing","25% or less Visible","TEL","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,14:55:33"
2018-10-22,"13:27:05","14:50:33","15:00:33","focal","Celia;Ariek","Ariek","Marie","T","TEL_2018-10-22,14:50:33","14:55:33","Socializing","25% or less Visible","TAB",NA,NA,NA,0.009322034,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,14:55:33"
2018-10-22,"13:27:05","14:50:33","15:00:33","focal","Celia;Ariek","Ariek","Marie","T","TEL_2018-10-22,14:50:33","15:00:33","Traveling - Tree","25% or less Visible","TEL","REST",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,15:00:33"
2018-10-22,"13:27:05","14:50:33","15:00:33","focal","Celia;Ariek","Ariek","Marie","T","TEL_2018-10-22,14:50:33","15:00:33","Traveling - Tree","25% or less Visible","THI",NA,NA,NA,-0.046610169,3.085593224,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,13:27:05","2018-10-22,15:01:40","2018-10-22,15:00:33"
2018-10-22,"15:03:29","15:45:42","15:55:42","focal","Celia;Ariek","Celia","Marie","T","TEV_2018-10-22,15:45:42","15:45:42","Traveling - Tree","25% or less Visible","TEV","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,15:45:42"
2018-10-22,"15:03:29","15:45:42","15:55:42","focal","Celia;Ariek","Celia","Marie","T","TEV_2018-10-22,15:45:42","15:45:42","Traveling - Tree","25% or less Visible","TON",NA,NA,NA,-4.614407063,0.950847507,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,15:45:42"
2018-10-22,"15:03:29","15:45:42","15:55:42","focal","Celia;Ariek","Celia","Marie","T","TEV_2018-10-22,15:45:42","15:50:43","Traveling - Tree","25% or less Visible","TEV","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,15:50:43"
2018-10-22,"15:03:29","15:45:42","15:55:42","focal","Celia;Ariek","Celia","Marie","T","TEV_2018-10-22,15:45:42","15:55:43","Foraging - Tree","26 - 50% Visible","TEV","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,15:55:43"
2018-10-22,"15:03:29","16:22:31","16:32:31","focal","Celia;Ariek","Celia","Marie","T","TER_2018-10-22,16:22:31","16:22:31","Traveling - Tree","25% or less Visible","TER","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,16:22:31"
2018-10-22,"15:03:29","16:22:31","16:32:31","focal","Celia;Ariek","Celia","Marie","T","TER_2018-10-22,16:22:31","16:27:31","Foraging - Tree","25% or less Visible","TER","VIGILANT",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,16:27:31"
2018-10-22,"15:03:29","16:22:31","16:32:31","focal","Celia;Ariek","Celia","Marie","T","TER_2018-10-22,16:22:31","16:27:31","Foraging - Tree","25% or less Visible","TEV",NA,NA,NA,-2.833898306,0.605932236,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,16:27:31"
2018-10-22,"15:03:29","16:22:31","16:32:31","focal","Celia;Ariek","Celia","Marie","T","TER_2018-10-22,16:22:31","16:32:31","Traveling - Tree","25% or less Visible","TER","TRAVEL","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v2.7","v2.9","2018-10-22,15:03:29","2018-10-22,16:38:01","2018-10-22,16:32:31"
2018-10-01,"13:41:44","13:48:01","13:58:01","focal","Celia;Ariek","Ariek","Jane","T","TIC_2018-10-01,13:48:01","13:48:01","Foraging - Tree","25% or less Visible","TIC","FORAGE","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v2.7","v2.9","2018-10-01,13:41:44","2018-10-01,17:27:43","2018-10-01,13:48:01"
2018-10-01,"13:41:44","13:48:01","13:58:01","focal","Celia;Ariek","Ariek","Jane","T","TIC_2018-10-01,13:48:01","13:53:02","Foraging - Tree","25% or less Visible","TIC","FEED",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v2.7","v2.9","2018-10-01,13:41:44","2018-10-01,17:27:43","2018-10-01,13:53:02"
2018-10-01,"13:41:44","13:48:01","13:58:01","focal","Celia;Ariek","Ariek","Jane","T","TIC_2018-10-01,13:48:01","13:58:02","Foraging - Tree","25% or less Visible","TIC","FORAGE","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v2.7","v2.9","2018-10-01,13:41:44","2018-10-01,17:27:43","2018-10-01,13:58:02"
2018-10-01,"13:41:44","13:48:01","13:58:01","focal","Celia;Ariek","Ariek","Jane","T","TIC_2018-10-01,13:48:01","13:58:02","Foraging - Tree","25% or less Visible","THI",NA,NA,NA,-0.093220338,5.061864376,"B55C5181-F1E1-4674-86D8-50107ED445A6","v2.7","v2.9","2018-10-01,13:41:44","2018-10-01,17:27:43","2018-10-01,13:58:02"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","08:53:24","Foraging - Tree",NA,"TON","FEED",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,08:53:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","08:58:24","Foraging - Tree",NA,"TON","VIGILANT",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,08:58:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","08:58:24","Foraging - Tree",NA,"TRU",NA,NA,NA,0.7923729,0.55,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,08:58:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","08:58:24","Foraging - Tree",NA,"TAN",NA,NA,NA,-0.08389831,0.8669492,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,08:58:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","09:03:24","Foraging - Tree",NA,"TON","SOCIAL","Aggression observer",NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,09:03:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","09:03:24","Foraging - Tree",NA,"TEL",NA,NA,NA,-1.911017,3.439831,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,09:03:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","09:08:24","Foraging - Tree",NA,"TON","SOCIAL","Sex","TAB",0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,09:08:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","09:08:24","Foraging - Tree",NA,"TEV",NA,NA,NA,0.6991526,-0.1584746,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,09:08:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","09:08:24","Foraging - Tree",NA,"TAB",NA,NA,NA,0.1584746,-0.1211864,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,09:08:24"
2018-03-01,"08:50:53","08:53:24","09:08:24","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,08:53:24","09:08:24","Foraging - Tree",NA,"TAI",NA,NA,NA,-0.08389831,0.04661017,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,08:50:53",NA,"2018-03-01,09:08:24"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:16:08","Forage/Travel",NA,"TIO","VIGILANT",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:16:08"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:16:08","Forage/Travel",NA,"TEL",NA,NA,NA,-0.4474576,-0.7830509,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:16:08"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:21:09","Forage/Travel",NA,"TIO",NA,NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:21:09"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:21:09","Forage/Travel",NA,"TEL",NA,NA,NA,0.7256411,-0.1186818,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:21:09"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:21:09","Forage/Travel",NA,"TOT",NA,NA,NA,1.948305,0.9601695,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:21:09"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:26:10","Foraging - Tree",NA,"TIO","SOCIAL","Aggression observer",NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:26:10"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:26:10","Foraging - Tree",NA,"TON",NA,NA,NA,0.06525424,0.1771186,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:26:10"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:31:09","Foraging - Tree",NA,"TIO","VIGILANT",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:31:09"
2018-03-01,"09:15:57","09:16:08","09:31:08","focal","Jahmaira;Celia","Celia","Diana","T","TIO_2018-03-01,09:16:08","09:31:09","Foraging - Tree",NA,"TON",NA,NA,NA,-4.763559,-0.04661017,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35","2018-03-01,09:31:09"
2018-03-01,"09:15:57","09:34:15","09:49:15","focal","Jahmaira;Celia","Celia","Diana","T","TON_2018-03-01,09:34:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,09:15:57","2018-03-01,10:27:35",NA
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:28:42","Socializing",NA,"TEV","REST",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:28:42"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:28:42","Socializing",NA,"TIO",NA,NA,NA,0.9271185,0.04915291,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:28:42"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:33:43","Socializing",NA,"TEV","REST",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:33:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:33:43","Socializing",NA,"TIO",NA,NA,NA,0.9271185,0.04915291,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:33:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:38:43","Socializing",NA,"TEV","REST",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:38:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:38:43","Socializing",NA,"TIO",NA,NA,NA,-0.820931,0.01913851,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:38:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:43:43","Socializing",NA,"TEV","VIGILANT",NA,NA,0,0,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:43:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:43:43","Socializing",NA,"TIO",NA,NA,NA,0.1248836,0.32424,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:43:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:43:43","Socializing",NA,"TAB",NA,NA,NA,-0.01779687,1.077119,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:43:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:43:43","Socializing",NA,"TAN",NA,NA,NA,1.385593,0.1516953,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:43:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:43:43","Socializing",NA,"TAI",NA,NA,NA,1.355084,0.1618651,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:43:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:43:43","Socializing",NA,"TEN",NA,NA,NA,1.182203,0.02966164,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:43:43"
2018-03-01,"10:27:56","10:28:42","10:43:42","focal","Jahmaira;Celia","Jahmaira","Diana","T","TEV_2018-03-01,10:28:42","10:43:43","Socializing",NA,"TAM",NA,NA,NA,-3.016659,-0.02284365,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.1","v2.2","2018-03-01,10:27:56","2018-03-01,11:11:43","2018-03-01,10:43:43"
