"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","UniqueFocalCode","ScanStart","GroupBehavior","GroupVisibility","ScanID","ScanBehavior","ScanBehaviorType","InvolvedID","x_position","y_position","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","scan_timeStamp"
2019-09-14,"06:42:22","08:07:16","08:10:05","abort","Evan","Evan","Marie","T","TAN_2019-09-14,08:07:16","08:07:16","Foraging - Tree","25% or less Visible","TAN","FORAGE","Tree",NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,08:07:16"
2019-09-14,"06:42:22","08:07:16","08:10:05","abort","Evan","Evan","Marie","T","TAN_2019-09-14,08:07:16","08:07:16","Foraging - Tree","25% or less Visible","TAB",NA,NA,NA,-1.603389859,-0.363559335,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,08:07:16"
2019-09-14,"06:42:22","08:38:59","08:46:22","abort","Evan","Evan","Marie","T","TAN_2019-09-14,08:38:59","08:38:59","Vigilant","25% or less Visible","TAN","VIGILANT",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,08:38:59"
2019-09-14,"06:42:22","08:38:59","08:46:22","abort","Evan","Evan","Marie","T","TAN_2019-09-14,08:38:59","08:43:59","Vigilant","25% or less Visible","TAN",NA,NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,08:43:59"
2019-09-14,"06:42:22","08:38:59","08:46:22","abort","Evan","Evan","Marie","T","TAN_2019-09-14,08:38:59","08:43:59","Vigilant","25% or less Visible","TAI",NA,NA,NA,-2.181355953,2.591525555,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,08:43:59"
2019-09-14,"06:42:22","08:38:59","08:46:22","abort","Evan","Evan","Marie","T","TAN_2019-09-14,08:38:59","08:43:59","Vigilant","25% or less Visible","TAB",NA,NA,NA,-2.535593271,-2.078813553,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,08:43:59"
2019-09-14,"06:42:22","11:34:15","11:35:58","abort","Evan","Evan","Marie","T","TRU_2019-09-14,11:34:15","11:34:15","Foraging - Tree","25% or less Visible","TRU","VIGILANT",NA,NA,0,0,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,11:34:15"
2019-09-14,"06:42:22","11:34:15","11:35:58","abort","Evan","Evan","Marie","T","TRU_2019-09-14,11:34:15","11:34:15","Foraging - Tree","25% or less Visible","TIN",NA,NA,NA,0.027966103,-0.065254241,"5B7CFADE-EE46-4CEE-8220-7028D06618CE","v3.2","v3.5","2019-09-14,06:42:22",NA,"2019-09-14,11:34:15"
2019-06-18,"12:17:37","13:47:47","13:54:25","abort","Alex;Celia;Missy","Alex","Jane","M","MAS_2019-06-18,13:47:47","13:47:47","Traveling - Tree","26 - 50% Visible","MAS","VIGILANT",NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.1","v3.3","2019-06-18,12:17:37","2019-06-18,15:29:06","2019-06-18,13:47:47"
2019-06-18,"12:17:37","13:47:47","13:54:25","abort","Alex;Celia;Missy","Alex","Jane","M","MAS_2019-06-18,13:47:47","13:52:48","Foraging - Tree","25% or less Visible","MAS","FORAGE","Tree",NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.1","v3.3","2019-06-18,12:17:37","2019-06-18,15:29:06","2019-06-18,13:52:48"
